,from,to,2019,2020
7,MA,FR,5802.3,6082.2
8,MA,F1,1914.0,2085.2
9,MA,XS5,1623.2,1583.3
10,MA,1C_440,1618.1,1576.2
11,MA,A10,1525.9,1689.7
12,MA,E1,1427.5,1476.5
13,MA,1C_903,1427.5,1476.5
14,MA,XS25,1333.2,1640.0
15,MA,F6,1308.2,1424.7
16,MA,IT,1303.6,1220.0
17,MA,BR,1132.8,1143.1
18,MA,US,1038.3,986.7
19,MA,1C_080,954.3,943.8
20,MA,IN,904.6,1189.8
21,MA,DE,886.9,902.5
22,MA,NL,711.9,883.6
23,MA,F97,687.0,600.4
24,MA,GB,608.9,566.3
25,MA,TR,575.5,601.4
26,MA,BE,416.4,399.1
27,MA,PT,416.0,364.3
28,MA,_X,371.8,1240.3
29,MA,PK,325.2,315.2
30,MA,SG,279.3,182.0
31,MA,CN,267.2,261.0
32,MA,R14,264.0,289.6
33,MA,JP,256.0,169.2
34,MA,CA,245.4,203.2
35,MA,PL,241.3,218.0
36,MA,SN,207.4,212.7
37,MA,MR,193.6,183.6
38,MA,AR,190.1,234.7
39,MA,RU,176.4,207.2
40,MA,AT,174.9,171.4
41,MA,DJ,170.0,248.7
42,MA,CI,161.7,249.8
43,MA,DZ,155.7,133.7
44,MA,CH,148.8,159.7
45,MA,IE,146.4,124.4
46,MA,RO,138.3,133.9
47,MA,MX,128.8,176.0
48,MA,CZ,99.7,73.3
49,MA,BG,95.5,63.5
50,MA,SA,94.6,96.7
51,MA,SE,91.5,54.9
52,MA,EG,90.4,89.9
53,MA,NO,90.1,57.1
54,MA,LY,87.9,67.9
55,MA,AE,86.6,92.0
56,MA,BD,84.7,112.0
57,MA,BJ,82.7,39.6
58,MA,GH,81.9,127.4
59,MA,TN,81.8,88.8
60,MA,HU,76.0,74.3
61,MA,NG,73.9,104.7
62,MA,UA,69.8,56.3
63,MA,GN,69.4,88.0
64,MA,BF,69.1,61.1
65,MA,LB,69.0,47.5
66,MA,CM,66.9,63.4
67,MA,SY,65.4,47.6
68,MA,ML,64.0,64.8
69,MA,SK,61.7,60.2
70,MA,IQ,60.9,5.0
71,MA,DK,54.3,59.6
72,MA,KR,54.1,56.3
73,MA,TG,50.9,53.8
74,MA,OM,50.5,40.2
75,MA,ZA,49.1,39.8
76,MA,SI,48.1,31.4
77,MA,GR,47.6,65.6
78,MA,GA,43.5,52.2
79,MA,ET,42.3,1.5
80,MA,QA,37.5,32.9
81,MA,ID,33.8,25.1
82,MA,AU,31.6,44.7
83,MA,AO,27.3,14.0
84,MA,HR,27.1,30.3
85,MA,NE,25.7,30.1
86,MA,GM,24.1,12.0
87,MA,TZ,23.1,31.1
88,MA,MZ,22.8,42.2
89,MA,CD,22.2,19.3
90,MA,JO,21.8,28.4
91,MA,PE,21.8,23.0
92,MA,CG,20.8,27.0
93,MA,UY,18.6,33.9
94,MA,NA,16.1,14.1
95,MA,TH,15.7,15.6
96,MA,LT,15.6,32.2
97,MA,TW,14.9,7.3
98,MA,MY,14.9,20.1
99,MA,CL,13.2,9.2
100,MA,KW,12.9,11.3
101,MA,BY,12.7,19.0
102,MA,MG,10.6,7.1
103,MA,SL,10.5,10.1
104,MA,GQ,7.8,9.5
105,MA,MT,7.6,8.6
106,MA,FI,7.2,8.0
107,MA,NZ,6.8,21.9
108,MA,VN,6.7,4.3
109,MA,RS,6.6,62.5
110,MA,DO,6.5,7.4
111,MA,MU,5.8,5.4
112,MA,HK,5.8,7.5
113,MA,LU,5.4,5.6
114,MA,TD,4.4,7.0
115,MA,SD,4.4,5.3
116,MA,EE,3.7,2.4
117,MA,KE,3.6,14.0
118,MA,BA,3.5,3.9
119,MA,LR,3.3,4.9
120,MA,YE,3.3,3.8
121,MA,PS,3.2,5.0
122,MA,AL,2.9,2.7
123,MA,GW,2.9,3.7
124,MA,BH,2.9,32.3
125,MA,KM,2.6,2.2
126,MA,UG,2.6,2.8
127,MA,TT,2.4,3.2
128,MA,CY,2.3,2.0
129,MA,GE,2.3,5.1
130,MA,BI,2.3,0.4
131,MA,PY,2.2,14.0
132,MA,CF,2.0,4.1
133,MA,RW,1.9,2.5
134,MA,EC,1.8,0.2
135,MA,NC,1.8,2.5
136,MA,CO,1.6,20.5
137,MA,LK,1.5,2.0
138,MA,KZ,1.5,1.0
139,MA,CR,1.3,1.2
140,MA,LV,1.3,3.7
141,MA,ZM,1.1,0.3
142,MA,HT,0.9,0.9
143,MA,AZ,0.9,0.7
144,MA,GT,0.8,7.6
145,MA,PA,0.7,0.1
146,MA,IS,0.7,2.8
147,MA,ZW,0.7,0.2
148,MA,NP,0.6,0.0
149,MA,VE,0.6,1.2
150,MA,E19,0.6,0.3
151,MA,CV,0.5,1.5
152,MA,AM,0.5,0.1
153,MA,PF,0.5,0.9
154,MA,MM,0.5,0.2
155,MA,MK,0.4,3.0
156,MA,PH,0.4,6.0
157,MA,SR,0.4,0.5
158,MA,GI,0.3,0.0
159,MA,SO,0.3,0.5
160,MA,SC,0.2,0.0
161,MA,IR,0.2,0.0
162,MA,X88,0.2,0.6
163,MA,HN,0.2,0.1
164,MA,SV,0.2,1.3
165,MA,ME,0.2,0.1
166,MA,AF,0.2,0.0
167,MA,ST,0.1,0.0
168,MA,NI,0.1,9.9
169,MA,KH,0.1,0.1
170,MA,CU,0.1,0.6
171,MA,LC,0.1,0.2
172,MA,GY,0.1,0.6
173,MA,BB,0.1,0.0
174,MA,MV,0.1,0.1
175,MA,BW,0.1,0.2
176,MA,SZ,0.1,0.1
177,MA,MO,0.0,0.0
178,MA,BN,0.0,0.0
179,MA,AG,0.0,0.1
180,MA,MW,0.0,0.0
181,MA,MD,0.0,0.0
182,MA,BZ,0.0,0.0
183,MA,TM,0.0,0.2
184,MA,CW,0.0,0.4
185,MA,TO,0.0,0.2
186,MA,SX,0.0,0.0
187,MA,BS,0.0,0.1
0,MZ,W00,4728.1,3464.7
1,MZ,XR43,2733.0,1928.0
2,MZ,1C_092,2633.8,1849.7
3,MZ,XR29,1990.6,1532.8
4,MZ,XS25,1267.6,778.6
5,MZ,B0,1237.1,873.2
6,MZ,F1,1118.6,960.3
7,MZ,F6,1116.3,956.9
8,MZ,U2,1079.5,798.1
9,MZ,ZA,890.8,731.1
10,MZ,IN,803.9,423.1
11,MZ,CN,323.8,255.2
12,MZ,IT,302.4,237.8
13,MZ,NL,246.6,233.5
14,MZ,GB,220.2,373.4
15,MZ,BE,196.0,121.4
16,MZ,1C_903,182.9,80.8
17,MZ,E1,182.9,80.8
18,MZ,ES,170.9,106.3
19,MZ,SG,168.1,120.9
20,MZ,HK,160.5,5.6
21,MZ,KR,138.2,80.2
22,MZ,PL,127.1,64.7
23,MZ,JP,101.8,33.3
24,MZ,1C_080,99.2,78.3
25,MZ,XS5,94.6,73.0
26,MZ,1C_440,94.0,72.9
27,MZ,F97,89.9,68.5
28,MZ,US,83.0,60.4
29,MZ,AE,74.2,61.8
30,MZ,A10,71.7,38.7
31,MZ,ZW,69.2,109.8
32,MZ,BR,59.5,33.2
33,MZ,VN,52.8,68.6
34,MZ,FR,40.2,16.3
35,MZ,GR,39.7,11.2
36,MZ,PT,31.8,22.2
37,MZ,MW,31.4,33.1
38,MZ,ZM,31.0,30.6
39,MZ,TH,25.3,5.9
40,MZ,TR,21.7,6.4
41,MZ,SI,21.5,31.7
42,MZ,CH,21.4,24.9
43,MZ,BW,20.4,4.9
44,MZ,BD,19.8,4.1
45,MZ,DE,18.5,15.7
46,MZ,SZ,17.6,10.6
47,MZ,MY,15.9,10.4
48,MZ,TZ,11.9,5.1
49,MZ,HR,10.7,1.7
50,MZ,BG,10.0,0.0
51,MZ,MX,9.7,0.1
52,MZ,KE,9.2,6.9
53,MZ,ID,8.5,4.2
54,MZ,R14,8.3,6.1
55,MZ,MM,7.6,2.0
56,MZ,CA,6.8,17.0
57,MZ,OM,5.8,1.9
58,MZ,LS,5.7,7.9
59,MZ,MU,5.6,6.4
60,MZ,EE,5.3,0.0
61,MZ,RU,5.0,4.1
62,MZ,LB,4.8,0.9
63,MZ,AO,4.6,5.1
64,MZ,CZ,4.4,3.1
65,MZ,_X,3.9,3.4
66,MZ,MG,3.5,0.5
67,MZ,RS,3.3,0.1
68,MZ,S19,3.1,2.7
69,MZ,SE,3.1,3.7
70,MZ,SA,2.6,3.5
71,MZ,UA,2.6,1.9
72,MZ,NG,2.5,1.4
73,MZ,UG,2.2,1.0
74,MZ,LK,1.8,0.0
75,MZ,NA,1.7,1.0
76,MZ,NO,1.6,0.6
77,MZ,PK,1.5,1.0
78,MZ,CG,1.3,0.3
79,MZ,CD,1.2,0.4
80,MZ,UY,1.2,1.2
81,MZ,BI,1.1,0.0
82,MZ,KW,1.0,0.1
83,MZ,HU,1.0,0.8
84,MZ,RO,0.9,1.0
85,MZ,AU,0.9,11.2
86,MZ,SO,0.8,0.0
87,MZ,RW,0.8,0.0
88,MZ,LR,0.8,0.0
89,MZ,TN,0.6,2.4
90,MZ,X88,0.6,0.5
91,MZ,QA,0.6,0.1
92,MZ,PH,0.6,1.3
93,MZ,IL,0.5,0.2
94,MZ,DK,0.4,0.1
95,MZ,GH,0.4,0.1
96,MZ,AR,0.4,0.0
97,MZ,DO,0.3,0.6
98,MZ,KP,0.3,0.3
99,MZ,CU,0.3,0.1
100,MZ,MA,0.2,0.9
101,MZ,CM,0.2,0.1
102,MZ,F19,0.2,0.2
103,MZ,MH,0.2,0.6
104,MZ,TW,0.2,0.1
105,MZ,LV,0.1,0.1
106,MZ,LU,0.1,1.7
107,MZ,CW,0.1,3.3
108,MZ,FI,0.1,0.1
109,MZ,CY,0.1,0.0
110,MZ,E19,0.1,0.1
111,MZ,AT,0.1,0.1
112,MZ,PA,0.1,0.1
113,MZ,CL,0.1,0.1
114,MZ,AM,0.0,0.0
115,MZ,TG,0.0,0.1
116,MZ,KM,0.0,0.0
117,MZ,VU,0.0,0.0
118,MZ,GA,0.0,0.0
119,MZ,ER,0.0,0.0
120,MZ,BS,0.0,0.0
121,MZ,BZ,0.0,0.0
122,MZ,SN,0.0,0.0
123,MZ,ML,0.0,0.1
124,MZ,NP,0.0,0.6
125,MZ,SV,0.0,0.0
126,MZ,MT,0.0,0.1
127,MZ,JO,0.0,0.0
128,MZ,MD,0.0,0.0
129,MZ,ET,0.0,0.2
130,MZ,XK,0.0,0.0
131,MZ,AF,0.0,0.0
132,MZ,IE,0.0,0.0
0,MM,W00,18112.0,16998.9
1,MM,XR43,11258.0,10525.8
2,MM,1C_092,11047.2,10298.5
3,MM,XS25,10481.9,9851.7
4,MM,XR29,6817.8,6461.0
5,MM,CN,5746.4,5375.5
6,MM,TH,3256.9,3008.7
7,MM,B0,2795.4,2630.9
8,MM,U2,2366.5,2211.1
9,MM,JP,1435.5,1240.8
10,MM,US,835.2,904.6
11,MM,DE,641.7,591.4
12,MM,IN,635.2,695.6
13,MM,ES,550.4,527.7
14,MM,GB,535.9,488.4
15,MM,KR,530.6,438.0
16,MM,NL,481.0,431.8
17,MM,SG,337.4,696.9
18,MM,HK,331.2,96.3
19,MM,F1,255.9,153.5
20,MM,F6,251.4,150.3
21,MM,E1,237.2,258.6
22,MM,1C_903,237.2,258.6
23,MM,BE,234.1,222.8
24,MM,VN,230.1,177.0
25,MM,XS5,226.0,215.3
26,MM,1C_440,225.7,215.0
27,MM,IT,214.2,188.3
28,MM,1C_080,210.9,227.3
29,MM,MY,198.2,195.6
30,MM,F97,171.9,166.7
31,MM,PL,169.1,184.0
32,MM,ID,160.0,164.7
33,MM,DK,138.7,114.2
34,MM,FR,131.9,125.8
35,MM,PH,124.2,111.1
36,MM,AE,99.4,88.4
37,MM,CA,99.3,77.8
38,MM,SE,86.8,82.1
39,MM,BD,66.1,64.3
40,MM,A10,61.5,49.8
41,MM,MG,53.4,9.1
42,MM,PK,49.3,45.1
43,MM,SI,44.3,43.2
44,MM,CM,43.1,2.4
45,MM,TW,41.8,36.6
46,MM,_X,36.1,12.1
47,MM,CI,35.2,10.2
48,MM,R14,34.5,36.3
49,MM,LK,33.1,5.9
50,MM,RU,32.4,30.3
51,MM,IE,32.2,29.9
52,MM,AU,28.1,30.2
53,MM,SN,27.4,24.7
54,MM,GN,22.2,10.2
55,MM,SA,21.9,33.8
56,MM,MX,21.9,19.3
57,MM,ZA,21.3,11.5
58,MM,CZ,18.5,21.1
59,MM,BH,17.2,19.7
60,MM,KH,17.1,30.6
61,MM,TR,15.1,16.2
62,MM,CL,14.7,10.1
63,MM,NO,11.6,10.9
64,MM,QA,10.3,8.6
65,MM,NP,9.2,12.9
66,MM,CH,8.9,1.5
67,MM,MZ,8.8,7.3
68,MM,GR,8.7,8.6
69,MM,IL,7.9,6.2
70,MM,IQ,7.5,1.8
71,MM,PT,7.3,5.4
72,MM,BJ,7.2,8.8
73,MM,TG,6.5,12.6
74,MM,FI,6.1,4.4
75,MM,HR,6.0,5.4
76,MM,OM,5.9,6.4
77,MM,KW,5.3,5.3
78,MM,BR,5.3,3.7
79,MM,KE,5.1,8.2
80,MM,LT,4.4,24.2
81,MM,BF,4.3,1.5
82,MM,BG,4.1,3.8
83,MM,SK,3.9,2.2
84,MM,RO,3.9,3.9
85,MM,PE,3.9,4.5
86,MM,NZ,3.5,4.2
87,MM,CO,3.1,4.5
88,MM,DJ,3.1,0.7
89,MM,AR,3.1,1.5
90,MM,LU,3.0,0.5
91,MM,TT,2.7,0.1
92,MM,VE,2.5,1.9
93,MM,ML,2.4,3.3
94,MM,CD,2.3,0.5
95,MM,PA,2.3,2.2
96,MM,AT,1.9,3.6
97,MM,HU,1.8,5.3
98,MM,UA,1.8,2.3
99,MM,LB,1.8,1.0
100,MM,SL,1.8,2.6
101,MM,XK,1.5,1.7
102,MM,NE,1.4,0.6
103,MM,AO,1.3,4.1
104,MM,RS,1.3,1.4
105,MM,EG,1.2,0.4
106,MM,UY,1.1,1.3
107,MM,TZ,1.1,0.1
108,MM,NG,1.1,3.6
109,MM,ZW,1.0,0.0
110,MM,FJ,1.0,0.1
111,MM,MA,0.9,1.7
112,MM,PG,0.9,3.8
113,MM,TL,0.8,1.2
114,MM,GH,0.8,3.1
115,MM,SZ,0.8,0.5
116,MM,LV,0.8,0.8
117,MM,YE,0.7,0.5
118,MM,TD,0.6,1.0
119,MM,GU,0.6,2.8
120,MM,MO,0.5,0.2
121,MM,LA,0.5,0.3
122,MM,MU,0.5,0.4
123,MM,SB,0.4,0.7
124,MM,GM,0.4,3.5
125,MM,MN,0.4,0.0
126,MM,BN,0.3,0.5
127,MM,DO,0.3,0.2
128,MM,EE,0.3,0.4
129,MM,TN,0.3,0.0
130,MM,AL,0.2,0.5
131,MM,JO,0.2,0.1
132,MM,CY,0.2,0.3
133,MM,GT,0.2,0.0
134,MM,IR,0.1,0.6
135,MM,PY,0.1,0.1
136,MM,CG,0.1,0.7
137,MM,SD,0.1,0.0
138,MM,BO,0.1,0.0
139,MM,CR,0.1,0.4
140,MM,UZ,0.1,0.3
141,MM,DZ,0.0,0.7
142,MM,VU,0.0,0.1
143,MM,PS,0.0,0.0
144,MM,S19,0.0,0.2
145,MM,E19,0.0,0.1
146,MM,BT,0.0,0.0
147,MM,VC,0.0,0.0
148,MM,TJ,0.0,0.0
149,MM,MV,0.0,0.1
0,NA,W00,6337.9,5647.8
1,NA,XR43,4152.8,3886.6
2,NA,1C_092,3889.9,3729.5
3,NA,F6,2216.6,1753.8
4,NA,F1,2216.6,1755.7
5,NA,XR29,1754.9,1410.1
6,NA,XS25,1626.2,1995.1
7,NA,CN,1499.3,1910.8
8,NA,B0,1271.2,972.3
9,NA,U2,1260.4,964.5
10,NA,ZA,1016.4,813.5
11,NA,BW,610.6,448.4
12,NA,BE,433.9,292.6
13,NA,_X,430.1,351.1
14,NA,ES,291.9,258.4
15,NA,1C_080,262.9,157.2
16,NA,ZM,230.3,237.1
17,NA,XS5,219.0,117.2
18,NA,1C_440,218.7,117.2
19,NA,F97,218.6,115.1
20,NA,AE,204.4,113.2
21,NA,CD,178.1,147.3
22,NA,NL,145.5,98.9
23,NA,FR,139.4,42.4
24,NA,IT,138.7,83.3
25,NA,US,128.7,71.2
26,NA,CA,93.2,76.8
27,NA,HK,89.5,78.6
28,NA,DE,81.3,131.4
29,NA,A10,81.0,12.2
30,NA,BS,75.1,0.4
31,NA,MU,64.0,1.4
32,NA,IL,50.9,43.5
33,NA,GB,48.4,37.2
34,NA,AO,40.0,29.1
35,NA,IN,38.5,46.1
36,NA,MY,37.3,1.2
37,NA,MZ,27.9,30.0
38,NA,KR,23.8,10.4
39,NA,CH,21.9,3.2
40,NA,ZW,17.2,22.9
41,NA,PT,16.0,14.9
42,NA,SG,13.8,51.7
43,NA,NG,13.8,9.4
44,NA,S19,13.0,12.4
45,NA,ID,11.2,2.3
46,NA,EG,11.1,0.0
47,NA,MH,10.8,0.7
48,NA,E1,10.1,8.3
49,NA,1C_903,10.1,8.3
50,NA,TH,8.4,8.0
51,NA,VN,7.4,13.2
52,NA,DK,6.6,2.4
53,NA,JP,6.3,6.7
54,NA,GR,6.0,3.1
55,NA,AU,4.4,4.9
56,NA,GH,3.5,2.3
57,NA,UY,3.3,2.6
58,NA,PL,3.3,4.4
59,NA,R14,3.1,3.2
60,NA,TW,3.1,3.1
61,NA,CI,3.0,0.7
62,NA,NO,2.9,54.9
63,NA,TR,2.9,0.3
64,NA,MT,2.7,0.2
65,NA,RU,2.7,3.2
66,NA,CM,2.4,1.6
67,NA,LS,2.2,0.1
68,NA,CY,1.8,1.3
69,NA,KE,1.8,2.4
70,NA,MW,1.5,2.7
71,NA,LB,1.2,0.1
72,NA,SC,1.1,1.8
73,NA,SA,1.1,1.4
74,NA,IE,1.1,1.0
75,NA,LU,1.0,1.7
76,NA,PA,1.0,0.1
77,NA,TZ,1.0,0.5
78,NA,BR,0.6,8.3
79,NA,SE,0.5,0.7
80,NA,NE,0.5,0.1
81,NA,AT,0.5,0.2
82,NA,GI,0.4,0.1
83,NA,SZ,0.4,0.1
84,NA,LT,0.3,0.3
85,NA,VC,0.3,0.1
86,NA,NZ,0.3,0.2
87,NA,LY,0.3,0.0
88,NA,SK,0.2,0.0
89,NA,CG,0.2,0.1
90,NA,KW,0.2,0.1
91,NA,X88,0.2,0.1
92,NA,CU,0.2,0.1
93,NA,TJ,0.2,0.1
94,NA,FO,0.2,0.1
95,NA,GA,0.2,0.1
96,NA,VU,0.1,0.0
97,NA,OM,0.1,0.1
98,NA,RW,0.1,0.1
99,NA,UA,0.1,0.0
100,NA,RO,0.1,0.0
101,NA,TG,0.1,0.0
102,NA,PE,0.1,0.0
103,NA,QA,0.1,0.1
104,NA,MX,0.1,0.1
105,NA,PK,0.1,0.1
106,NA,FI,0.1,34.6
107,NA,BJ,0.1,0.3
108,NA,BM,0.1,0.0
109,NA,PH,0.1,0.0
110,NA,KI,0.1,0.0
111,NA,BH,0.1,0.1
112,NA,CL,0.1,0.3
113,NA,IS,0.1,0.0
114,NA,KH,0.1,0.1
115,NA,JO,0.1,0.0
116,NA,ME,0.1,0.0
117,NA,HU,0.1,0.1
118,NA,BG,0.1,0.0
119,NA,MD,0.1,0.0
120,NA,CV,0.1,0.0
121,NA,CZ,0.1,0.0
122,NA,AR,0.1,0.0
123,NA,XK,0.1,0.1
124,NA,BI,0.0,0.0
125,NA,DZ,0.0,0.3
126,NA,BZ,0.0,0.0
127,NA,A109,0.0,0.0
128,NA,UG,0.0,1.2
129,NA,ET,0.0,0.0
130,NA,DM,0.0,0.0
131,NA,CW,0.0,0.0
132,NA,CO,0.0,0.0
133,NA,KM,0.0,0.0
134,NA,AI,0.0,0.0
135,NA,BD,0.0,0.1
136,NA,AZ,0.0,0.0
137,NA,GQ,0.0,0.0
138,NA,AG,0.0,0.0
139,NA,HR,0.0,0.1
140,NA,BF,0.0,0.0
141,NA,GE,0.0,0.0
142,NA,E19,0.0,0.0
143,NA,GN,0.0,0.0
144,NA,LR,0.0,0.1
145,NA,ML,0.0,0.3
146,NA,PG,0.0,0.0
147,NA,LV,0.0,0.0
148,NA,SN,0.0,0.3
149,NA,IQ,0.0,0.0
150,NA,RS,0.0,0.0
151,NA,MA,0.0,0.2
152,NA,BY,0.0,0.0
153,NA,LK,0.0,0.0
154,NA,SI,0.0,0.0
155,NA,IR,0.0,0.0
156,NA,KN,0.0,0.0
157,NA,SD,0.0,0.1
158,NA,MV,0.0,0.0
159,NA,SL,0.0,0.0
160,NA,MG,0.0,0.0
161,NA,DO,0.0,0.0
162,NA,DJ,0.0,0.0
0,NR,W00,59.6,116.3
1,NR,XR43,46.6,104.2
2,NR,1C_080,23.7,0.8
3,NR,F1,23.5,0.8
4,NR,1C_092,23.0,103.4
5,NR,F6,22.8,0.2
6,NR,XS25,20.9,96.2
7,NR,TH,18.0,84.0
8,NR,XR29,13.0,12.1
9,NR,AU,4.7,0.3
10,NR,KR,3.8,3.4
11,NR,US,3.8,3.5
12,NR,PH,2.8,12.0
13,NR,A10,1.8,6.9
14,NR,MX,1.6,6.9
15,NR,XS5,1.1,0.8
16,NR,1C_440,1.1,0.8
17,NR,DZ,0.7,0.6
18,NR,F97,0.4,0.2
19,NR,CA,0.3,0.1
20,NR,B0,0.2,0.0
21,NR,U2,0.2,0.0
22,NR,SA,0.2,0.2
23,NR,FR,0.2,0.0
24,NR,SG,0.1,0.1
25,NR,GB,0.1,0.1
26,NR,NZ,0.1,2.9
27,NR,GY,0.1,0.0
28,NR,NO,0.0,0.1
29,NR,BA,0.0,0.0
30,NR,JP,0.0,1.5
31,NR,HN,0.0,0.0
32,NR,AW,0.0,0.0
33,NR,BF,0.0,0.0
34,NR,BN,0.0,0.0
35,NR,BY,0.0,0.0
36,NR,DO,0.0,0.0
37,NR,BO,0.0,0.0
38,NR,KW,0.0,0.0
39,NR,HK,0.0,0.0
40,NR,CM,0.0,0.0
41,NR,CI,0.0,0.0
42,NR,X88,0.0,0.0
43,NR,1C_903,0.0,0.1
44,NR,E1,0.0,0.1
45,NR,R14,0.0,0.1
46,NR,MU,0.0,0.0
47,NR,VU,0.0,0.0
48,NR,ES,0.0,0.0
49,NR,FJ,0.0,0.0
50,NR,TR,0.0,0.0
51,NR,LK,0.0,0.1
52,NR,GN,0.0,0.0
53,NR,CU,0.0,0.0
54,NR,ZA,0.0,0.0
55,NR,RU,0.0,0.0
56,NR,RS,0.0,0.0
57,NR,NL,0.0,0.0
58,NR,ID,0.0,0.0
59,NR,TZ,0.0,0.0
60,NR,TT,0.0,0.0
61,NR,NC,0.0,0.0
62,NR,SC,0.0,0.0
63,NR,SN,0.0,0.1
64,NR,FO,0.0,0.0
65,NR,SL,0.0,0.0
66,NR,CN,0.0,0.1
0,NP,W00,980.4,908.0
1,NP,XR43,734.3,696.6
2,NP,1C_092,727.3,690.1
3,NP,XS25,699.6,671.2
4,NP,IN,659.6,648.2
5,NP,XR29,227.4,194.7
6,NP,US,98.4,90.9
7,NP,B0,68.5,55.2
8,NP,U2,62.4,48.9
9,NP,DE,28.3,22.3
10,NP,1C_903,27.1,15.7
11,NP,E1,27.1,15.7
12,NP,TR,24.1,12.9
13,NP,GB,22.1,16.6
14,NP,_X,18.7,16.7
15,NP,CN,18.1,8.6
16,NP,FR,12.1,10.4
17,NP,BD,12.1,4.8
18,NP,JP,9.3,6.7
19,NP,IT,9.0,6.0
20,NP,CA,7.5,6.0
21,NP,1C_080,7.0,6.5
22,NP,AU,6.3,6.3
23,NP,XS5,5.6,5.9
24,NP,1C_440,5.5,5.9
25,NP,F97,4.4,3.8
26,NP,NL,3.9,3.4
27,NP,CH,3.9,3.3
28,NP,AE,3.2,2.9
29,NP,VN,3.2,3.2
30,NP,TW,3.1,2.8
31,NP,HK,3.0,2.3
32,NP,DK,3.0,3.5
33,NP,ES,2.8,1.5
34,NP,KR,2.4,2.0
35,NP,BE,2.2,2.0
36,NP,F1,2.1,1.8
37,NP,AT,2.0,1.6
38,NP,BT,2.0,1.8
39,NP,R14,2.0,2.1
40,NP,RU,1.8,2.0
41,NP,MY,1.7,1.8
42,NP,NO,1.7,1.4
43,NP,ID,1.2,1.4
44,NP,F6,1.2,1.1
45,NP,SE,1.1,1.2
46,NP,NZ,1.0,0.8
47,NP,SG,1.0,1.2
48,NP,CZ,0.8,0.9
49,NP,DZ,0.8,0.7
50,NP,MM,0.7,0.6
51,NP,A10,0.7,2.8
52,NP,FI,0.7,0.6
53,NP,ZA,0.6,0.5
54,NP,TH,0.5,0.5
55,NP,IE,0.4,0.2
56,NP,HU,0.4,0.2
57,NP,YE,0.4,0.4
58,NP,PL,0.3,0.3
59,NP,PK,0.3,1.3
60,NP,QA,0.3,0.3
61,NP,PT,0.3,0.2
62,NP,BR,0.3,0.2
63,NP,GR,0.3,0.2
64,NP,MX,0.2,2.3
65,NP,MV,0.2,0.0
66,NP,UA,0.2,0.0
67,NP,KW,0.2,0.0
68,NP,UG,0.2,0.2
69,NP,SI,0.2,0.2
70,NP,LV,0.2,0.1
71,NP,SA,0.1,0.1
72,NP,RO,0.1,0.1
73,NP,BG,0.1,0.0
74,NP,EE,0.1,0.0
75,NP,NC,0.1,0.1
76,NP,NG,0.1,0.0
77,NP,CM,0.1,0.1
78,NP,CL,0.1,0.1
79,NP,HR,0.1,0.0
80,NP,LK,0.1,0.1
81,NP,SK,0.1,0.1
82,NP,LB,0.1,0.0
83,NP,MA,0.1,0.1
84,NP,BS,0.0,0.0
85,NP,LU,0.0,0.0
86,NP,JO,0.0,0.0
87,NP,BM,0.0,0.0
88,NP,UY,0.0,0.0
89,NP,CR,0.0,0.0
90,NP,IR,0.0,0.0
91,NP,CY,0.0,0.0
92,NP,MU,0.0,0.0
93,NP,BN,0.0,0.0
94,NP,PG,0.0,0.0
95,NP,GH,0.0,0.0
96,NP,CG,0.0,0.0
97,NP,AM,0.0,0.0
98,NP,ET,0.0,0.0
99,NP,TD,0.0,0.0
100,NP,CF,0.0,0.0
101,NP,CO,0.0,0.0
102,NP,ZW,0.0,0.0
103,NP,BH,0.0,0.0
104,NP,AR,0.0,0.0
105,NP,KH,0.0,0.0
106,NP,BA,0.0,0.0
107,NP,PW,0.0,0.0
108,NP,EC,0.0,0.0
109,NP,PF,0.0,0.0
110,NP,TZ,0.0,0.0
111,NP,SC,0.0,0.0
112,NP,SN,0.0,0.0
113,NP,ML,0.0,0.0
114,NP,MW,0.0,0.0
115,NP,KZ,0.0,0.0
116,NP,KE,0.0,0.0
117,NP,EG,0.0,0.0
118,NP,LR,0.0,0.0
119,NP,ME,0.0,0.0
120,NP,MT,0.0,0.0
121,NP,CI,0.0,0.0
122,NP,IS,0.0,0.1
123,NP,OM,0.0,0.0
124,NP,LT,0.0,0.1
125,NP,GM,0.0,0.0
126,NP,PA,0.0,0.0
127,NP,TL,0.0,0.0
128,NP,MZ,0.0,0.0
129,NP,SY,0.0,0.0
130,NP,SD,0.0,0.0
131,NP,SL,0.0,0.0
132,NP,GE,0.0,0.0
0,AN,W00,370.7,297.9
1,AN,XR43,365.6,296.2
2,AN,1C_092,222.8,182.3
3,AN,A10,220.5,179.0
4,AN,AI,192.2,155.5
5,AN,F1,143.1,115.5
6,AN,1C_080,142.8,113.9
7,AN,1C_440,140.9,113.0
8,AN,XS5,140.9,113.0
9,AN,DZ,139.7,112.5
10,AN,CR,22.0,18.5
11,AN,_X,4.7,1.5
12,AN,F6,3.3,2.9
13,AN,A109,2.2,0.7
14,AN,AW,1.3,0.6
15,AN,ZA,1.2,1.2
16,AN,AE,1.1,0.3
17,AN,F97,1.1,0.4
18,AN,CD,1.0,1.0
19,AN,TT,1.0,1.0
20,AN,EC,0.9,0.0
21,AN,XS25,0.8,0.1
22,AN,TZ,0.8,0.1
23,AN,IN,0.8,0.1
24,AN,XR29,0.4,0.3
