,from,to,2019,2020
29,AM,UA,24.6,26.4
30,AM,BY,17.8,21.3
31,AM,PL,13.1,12.0
32,AM,_X,12.8,4.4
33,AM,FR,8.8,5.8
34,AM,IL,7.3,4.1
35,AM,KZ,5.4,6.6
36,AM,TM,5.1,1.9
37,AM,GB,4.5,5.4
38,AM,LV,4.4,3.7
39,AM,HK,4.3,5.4
40,AM,CZ,3.7,2.7
41,AM,IN,3.5,73.4
42,AM,AT,3.5,3.9
43,AM,LT,3.3,3.0
44,AM,KG,3.2,1.6
45,AM,UZ,2.7,3.0
46,AM,MD,2.3,1.0
47,AM,TR,2.2,0.5
48,AM,TJ,1.7,0.6
49,AM,QA,1.6,5.1
50,AM,SA,1.6,0.9
51,AM,JP,1.5,1.4
52,AM,SG,1.1,0.9
53,AM,A10,1.0,0.6
54,AM,LU,1.0,1.3
55,AM,MN,1.0,0.2
56,AM,TH,0.9,0.8
57,AM,DK,0.9,0.2
58,AM,HU,0.9,0.5
59,AM,SE,0.9,0.5
60,AM,JO,0.8,0.9
61,AM,ES,0.7,3.6
62,AM,KW,0.7,3.4
63,AM,VN,0.6,1.5
64,AM,EE,0.6,0.6
65,AM,PK,0.5,0.4
66,AM,KR,0.5,0.9
67,AM,LB,0.5,1.8
68,AM,MY,0.4,0.3
69,AM,GR,0.4,0.0
70,AM,SK,0.4,8.3
71,AM,MX,0.4,0.0
72,AM,PT,0.4,0.1
73,AM,F1,0.3,0.4
74,AM,HR,0.3,0.1
75,AM,F6,0.2,0.4
76,AM,YE,0.2,0.1
77,AM,BH,0.1,0.1
78,AM,RO,0.1,0.1
79,AM,AU,0.1,0.2
80,AM,CY,0.1,0.0
81,AM,IE,0.1,0.0
82,AM,FI,0.1,0.1
83,AM,UY,0.0,0.0
84,AM,AL,0.0,0.0
85,AM,TZ,0.0,0.1
86,AM,MT,0.0,0.0
87,AM,EG,0.0,0.0
88,AM,AO,0.0,0.0
89,AM,CL,0.0,0.5
90,AM,DO,0.0,0.0
91,AM,ET,0.0,0.3
92,AM,E19,0.0,0.0
93,AM,KE,0.0,0.0
94,AM,ID,0.0,0.4
95,AM,NO,0.0,0.0
96,AM,RS,0.0,0.1
97,AM,NZ,0.0,0.0
98,AM,SI,0.0,0.0
99,AM,MM,0.0,0.0
100,AM,ZA,0.0,0.0
101,AM,PH,0.0,0.0
102,AM,NG,0.0,0.0
103,AM,SC,0.0,0.0
0,AW,W00,78.6,65.9
1,AW,XR43,45.4,39.6
2,AW,A10,43.2,37.7
3,AW,XR29,33.2,26.3
4,AW,1C_092,31.2,32.5
5,AW,US,24.5,19.7
6,AW,1C_080,14.2,7.1
7,AW,VE,14.1,7.1
8,AW,CW,12.3,14.9
9,AW,B0,7.2,6.1
10,AW,U2,7.1,6.0
11,AW,NL,6.4,5.5
12,AW,CO,6.2,9.5
13,AW,PA,5.2,1.8
14,AW,XS25,2.0,1.7
15,AW,TH,1.3,1.1
16,AW,AN,1.1,0.5
17,AW,UY,0.9,1.4
18,AW,BS,0.9,0.0
19,AW,SR,0.8,0.3
20,AW,TW,0.6,0.3
21,AW,HK,0.5,0.0
22,AW,MX,0.4,0.5
23,AW,BR,0.4,0.6
24,AW,IN,0.4,0.6
25,AW,ES,0.2,0.1
26,AW,NO,0.1,0.0
27,AW,CH,0.1,0.0
28,AW,PK,0.1,0.1
29,AW,SE,0.1,0.0
30,AW,EC,0.1,0.0
31,AW,1C_440,0.1,0.1
32,AW,DE,0.1,0.1
33,AW,XS5,0.1,0.1
34,AW,FR,0.1,0.1
35,AW,CN,0.1,0.0
36,AW,MY,0.1,0.0
37,AW,CA,0.1,0.0
38,AW,AT,0.1,0.0
39,AW,JM,0.1,0.1
40,AW,DO,0.1,0.2
41,AW,HT,0.1,0.0
42,AW,GD,0.0,0.8
43,AW,CL,0.0,0.0
44,AW,F97,0.0,0.0
45,AW,F1,0.0,0.0
46,AW,BB,0.0,0.0
47,AW,CR,0.0,0.0
48,AW,BG,0.0,0.1
49,AW,1C_903,0.0,0.1
50,AW,GB,0.0,0.1
51,AW,AE,0.0,0.0
52,AW,BZ,0.0,0.0
53,AW,SV,0.0,0.0
54,AW,DM,0.0,0.0
55,AW,A109,0.0,0.0
56,AW,BE,0.0,0.1
57,AW,DK,0.0,0.0
58,AW,AU,0.0,0.0
59,AW,SI,0.0,0.0
60,AW,E1,0.0,0.1
61,AW,FI,0.0,0.0
62,AW,KR,0.0,0.1
63,AW,TT,0.0,0.0
64,AW,IE,0.0,0.0
65,AW,GY,0.0,0.0
66,AW,PT,0.0,0.0
67,AW,PH,0.0,0.0
68,AW,PL,0.0,0.0
69,AW,GR,0.0,0.0
70,AW,F6,0.0,0.0
71,AW,JP,0.0,0.0
72,AW,SG,0.0,0.0
73,AW,VC,0.0,0.0
74,AW,LC,0.0,0.0
75,AW,PE,0.0,0.0
76,AW,AR,0.0,0.0
77,AW,IT,0.0,0.1
78,AW,AG,0.0,0.0
0,AU,W00,272574.1,251923.3
1,AU,XR43,147606.7,133484.9
2,AU,1C_092,141509.2,128138.2
3,AU,XS25,136477.8,124211.2
4,AU,XR29,120051.9,112749.6
5,AU,CN,104144.9,100542.4
6,AU,JP,39967.6,30991.6
7,AU,KR,17253.3,15723.1
8,AU,GB,10483.9,10306.0
9,AU,US,10305.3,13164.8
10,AU,TW,9988.6,11284.0
11,AU,IN,9775.1,7463.9
12,AU,SG,8372.8,8271.9
13,AU,B0,8360.8,8078.8
14,AU,U2,7359.2,7331.2
15,AU,NZ,7092.5,7028.1
16,AU,XS5,6262.8,5370.1
17,AU,MY,6183.4,4791.2
18,AU,1C_440,6179.1,5334.7
19,AU,1C_080,6097.5,5346.7
20,AU,F97,5913.8,4948.7
21,AU,HK,5305.7,4662.7
22,AU,_X,4915.1,5688.6
23,AU,ID,4137.7,3614.7
24,AU,TH,3110.4,2762.8
25,AU,AE,2568.1,1946.4
26,AU,NL,2169.8,1790.8
27,AU,DE,2085.7,2593.8
28,AU,PH,1947.0,1466.1
29,AU,F1,1888.1,1511.2
30,AU,F6,1856.0,1480.7
31,AU,PG,1776.1,1379.3
32,AU,A10,1606.3,1312.7
33,AU,CA,1521.3,1459.3
34,AU,E1,1403.9,1110.3
35,AU,1C_903,1403.9,1110.3
36,AU,CH,1316.0,1797.6
37,AU,FR,1084.3,1295.9
38,AU,ZA,1050.5,789.5
39,AU,BE,934.6,607.5
40,AU,BH,826.9,616.5
41,AU,BR,676.2,546.4
42,AU,R14,657.4,506.3
43,AU,BD,644.5,569.0
44,AU,QA,585.6,538.9
45,AU,SA,578.5,634.9
46,AU,RU,511.9,459.5
47,AU,IT,466.6,374.7
48,AU,PL,406.7,223.1
49,AU,EG,372.8,388.7
50,AU,MZ,352.9,291.5
51,AU,SE,342.0,237.3
52,AU,NC,335.6,282.0
53,AU,TR,333.3,277.3
54,AU,FJ,318.5,243.9
55,AU,KW,315.4,273.7
56,AU,ES,311.7,320.2
57,AU,OM,287.8,289.0
58,AU,CL,237.7,293.5
59,AU,PK,232.4,331.9
60,AU,AR,213.7,114.7
61,AU,IL,197.1,164.7
62,AU,MX,193.3,141.5
63,AU,IS,182.9,39.3
64,AU,YE,177.0,132.9
65,AU,LK,158.6,137.6
66,AU,NO,153.0,102.2
67,AU,JO,106.6,82.2
68,AU,MM,96.4,114.8
69,AU,S19,94.2,56.2
70,AU,CZ,91.4,71.8
71,AU,SB,81.7,57.4
72,AU,DK,75.8,81.1
73,AU,MU,69.1,53.9
74,AU,SI,68.1,37.8
75,AU,GH,65.6,69.5
76,AU,IE,63.3,83.4
77,AU,PE,63.1,68.0
78,AU,PA,62.2,37.0
79,AU,GE,59.6,4.3
80,AU,KH,59.2,83.8
81,AU,NG,59.1,22.8
82,AU,UA,58.8,8.3
83,AU,VU,58.1,49.2
84,AU,CI,53.7,36.6
85,AU,FI,53.3,96.5
86,AU,KE,50.7,53.3
87,AU,MO,43.6,32.8
88,AU,IR,43.2,10.5
89,AU,HU,43.1,38.7
90,AU,PF,42.9,37.1
91,AU,MV,41.2,19.0
92,AU,WS,36.7,21.0
93,AU,BN,36.0,283.0
94,AU,TZ,34.8,29.2
95,AU,MN,33.4,25.1
96,AU,NR,31.6,40.6
97,AU,LB,29.4,15.9
98,AU,NP,27.9,46.9
99,AU,CO,25.6,19.3
100,AU,GR,24.9,42.2
101,AU,TT,24.7,15.5
102,AU,AT,24.1,29.8
103,AU,RO,22.8,21.8
104,AU,JM,22.7,17.3
105,AU,TL,21.7,43.9
106,AU,LA,19.3,19.2
107,AU,SN,18.9,18.7
108,AU,MG,18.7,10.9
109,AU,UY,18.3,6.8
110,AU,LV,18.1,17.8
111,AU,IQ,17.9,18.0
112,AU,KZ,17.7,11.8
113,AU,BG,17.7,63.0
114,AU,LU,14.5,1.7
115,AU,KI,14.2,17.3
116,AU,TO,14.1,14.5
117,AU,SR,12.6,7.8
118,AU,BW,12.5,15.8
119,AU,MA,12.0,15.1
120,AU,PT,11.4,11.2
121,AU,DO,11.1,7.5
122,AU,EE,10.4,9.5
123,AU,EC,9.2,5.9
124,AU,BF,8.8,6.5
125,AU,ZM,8.3,6.7
126,AU,AS,7.8,8.2
127,AU,NA,7.7,5.1
128,AU,SC,6.9,3.0
129,AU,GU,6.8,7.8
130,AU,MR,6.6,4.9
131,AU,SD,6.3,5.0
132,AU,ML,6.3,7.1
133,AU,SV,6.2,2.9
134,AU,CY,6.1,4.5
135,AU,TG,5.7,3.6
136,AU,LT,5.0,8.4
137,AU,VE,4.4,2.0
138,AU,MT,4.3,3.5
139,AU,KG,4.0,10.3
140,AU,GY,4.0,3.7
141,AU,GN,3.9,5.4
142,AU,ER,3.7,1.9
143,AU,MH,3.6,3.9
144,AU,FM,3.6,4.9
145,AU,TV,3.5,2.2
146,AU,AO,3.3,4.5
147,AU,GT,3.2,2.4
148,AU,BY,3.0,3.2
149,AU,DZ,3.0,3.7
150,AU,LY,2.9,0.6
151,AU,SK,2.9,2.1
152,AU,BS,2.6,2.8
153,AU,CR,2.4,3.4
154,AU,CD,2.3,1.5
155,AU,HR,2.3,10.6
156,AU,BB,2.0,2.8
157,AU,ZW,1.8,2.4
158,AU,HN,1.7,0.6
159,AU,SY,1.7,0.5
160,AU,DJ,1.6,1.2
161,AU,TN,1.6,0.5
162,AU,GA,1.5,17.0
163,AU,LC,1.5,1.2
164,AU,UG,1.5,1.8
165,AU,BM,1.4,1.5
166,AU,AL,1.4,1.0
167,AU,SL,1.3,1.8
168,AU,MK,1.3,1.4
169,AU,ET,1.3,4.3
170,AU,SO,1.2,0.6
171,AU,PW,1.1,1.4
172,AU,AZ,1.0,2.3
173,AU,RS,1.0,1.5
174,AU,CM,0.9,0.5
175,AU,VC,0.9,1.1
176,AU,PY,0.8,1.1
177,AU,A109,0.8,0.9
178,AU,AM,0.7,0.8
179,AU,F19,0.7,0.4
180,AU,KN,0.7,0.9
181,AU,AF,0.7,23.2
182,AU,CV,0.6,0.0
183,AU,NI,0.6,0.5
184,AU,AG,0.6,0.4
185,AU,BO,0.5,1.1
186,AU,CF,0.5,0.0
187,AU,BJ,0.5,0.5
188,AU,UZ,0.5,5.9
189,AU,LR,0.5,0.6
190,AU,CU,0.4,0.2
191,AU,X88,0.4,0.2
192,AU,GQ,0.4,0.6
193,AU,BA,0.4,0.2
194,AU,GD,0.3,0.2
195,AU,AN,0.3,0.6
196,AU,RW,0.3,0.3
197,AU,DM,0.3,0.1
198,AU,HT,0.2,0.5
199,AU,BT,0.2,1.4
200,AU,CG,0.2,12.2
201,AU,BZ,0.2,0.7
202,AU,FK,0.2,0.0
203,AU,MW,0.2,0.2
204,AU,GI,0.1,0.5
205,AU,GW,0.1,0.0
206,AU,NE,0.1,0.1
207,AU,GM,0.1,0.1
208,AU,BI,0.1,0.0
209,AU,SS,0.1,0.4
210,AU,MD,0.0,0.0
211,AU,TD,0.0,0.3
212,AU,LS,0.0,0.0
213,AU,TM,0.0,0.0
214,AU,TJ,0.0,0.0
215,AU,SZ,0.0,0.0
0,AT,W00,178669.7,169417.2
1,AT,XR29,137483.5,130910.9
2,AT,B0,121150.5,116265.2
3,AT,U2,94180.4,89915.8
4,AT,DE,51426.9,50584.8
5,AT,XR43,40977.6,38427.7
6,AT,1C_092,35826.8,33743.0
7,AT,E1,24677.6,24091.2
8,AT,1C_903,24677.6,24091.2
9,AT,IT,11104.4,10263.4
10,AT,US,11038.4,10384.2
11,AT,CH,8745.4,9069.0
12,AT,XS25,8302.6,7374.7
13,AT,FR,7672.5,7063.6
14,AT,SK,7523.1,6902.4
15,AT,HU,6446.9,5828.7
16,AT,PL,6105.2,6629.2
17,AT,CZ,6084.2,5860.2
18,AT,GB,5165.4,4778.9
19,AT,CN,5157.2,4597.9
20,AT,1C_080,5150.8,4684.8
21,AT,R14,4125.7,3743.7
22,AT,SI,3567.9,3237.4
23,AT,NL,3429.7,3367.9
24,AT,XS5,3419.1,3088.1
25,AT,BE,3319.0,3098.7
26,AT,A10,3302.2,2788.2
27,AT,RO,2956.7,2913.3
28,AT,1C_440,2876.2,2635.9
29,AT,ES,2846.2,2291.0
30,AT,RU,2654.6,2462.1
31,AT,F97,2073.2,1919.7
32,AT,SE,2015.5,1799.9
33,AT,F1,1910.1,1645.2
34,AT,AU,1831.4,1163.2
35,AT,JP,1759.0,1752.7
36,AT,MX,1525.6,1278.2
37,AT,HR,1520.2,1469.0
38,AT,CA,1406.6,1273.9
39,AT,TR,1378.8,1473.5
40,AT,F6,1276.1,1085.6
41,AT,KR,1148.8,1146.1
42,AT,IN,1063.9,984.5
43,AT,BG,943.5,899.0
44,AT,DK,897.8,950.1
45,AT,RS,882.1,798.5
46,AT,BR,855.2,735.7
47,AT,NO,817.5,615.3
48,AT,TW,753.6,692.8
49,AT,FI,744.8,703.5
50,AT,ZA,688.8,532.9
51,AT,UA,680.6,640.0
52,AT,GR,602.3,567.0
53,AT,AE,562.6,542.4
54,AT,HK,542.1,448.5
55,AT,MY,523.0,464.8
56,AT,TH,521.1,424.2
57,AT,PT,507.0,438.1
58,AT,BA,491.5,478.8
59,AT,IL,466.5,475.6
60,AT,SA,460.3,466.3
61,AT,IE,395.0,356.3
62,AT,SG,370.4,346.1
63,AT,DZ,315.0,285.9
64,AT,LT,308.8,315.0
65,AT,VN,284.1,264.4
66,AT,EG,280.2,283.1
67,AT,ID,257.3,206.8
68,AT,CL,221.8,235.3
69,AT,LU,213.1,215.5
70,AT,NZ,198.5,162.7
71,AT,XR99,192.6,62.9
72,AT,EE,188.2,217.7
73,AT,MA,185.0,154.9
74,AT,PH,175.4,154.4
75,AT,KZ,173.9,159.1
76,AT,LV,173.3,165.0
77,AT,AR,166.4,125.8
78,AT,PK,158.8,143.7
79,AT,IR,148.6,116.0
80,AT,BY,146.6,114.8
81,AT,ML,146.3,170.7
82,AT,CO,146.2,104.7
83,AT,MK,144.3,123.7
84,AT,QA,134.3,92.1
85,AT,UZ,128.5,102.0
86,AT,NG,118.9,85.4
87,AT,BD,104.0,94.6
88,AT,TN,101.8,78.6
89,AT,KW,101.1,94.3
90,AT,MD,101.0,74.5
91,AT,AZ,86.9,52.5
92,AT,PE,86.2,64.0
93,AT,GE,83.8,72.6
94,AT,IQ,82.9,73.0
95,AT,LK,82.3,65.9
96,AT,MT,81.6,41.3
97,AT,CY,76.8,87.1
98,AT,XK,75.8,71.6
99,AT,LY,74.2,58.5
100,AT,AL,63.4,56.1
101,AT,OM,62.5,77.2
102,AT,ME,62.4,44.9
103,AT,LB,54.8,23.9
104,AT,JO,53.5,48.9
105,AT,EC,50.3,45.5
106,AT,IS,47.9,34.0
107,AT,SN,45.4,51.4
108,AT,KE,42.6,17.8
109,AT,MM,38.7,20.3
110,AT,MN,33.2,28.2
111,AT,CI,32.4,33.1
112,AT,BH,31.1,25.6
113,AT,AM,30.5,25.6
114,AT,TT,28.0,6.1
115,AT,PA,27.5,22.6
116,AT,TZ,26.0,21.0
117,AT,GT,24.7,18.7
118,AT,TM,23.1,12.5
119,AT,DO,23.1,21.8
120,AT,UY,22.5,24.2
121,AT,CR,20.3,21.9
122,AT,BO,20.2,20.1
123,AT,NA,19.6,11.5
124,AT,KH,19.1,4.5
125,AT,ET,18.7,17.5
126,AT,MU,17.8,7.8
127,AT,GH,17.3,29.2
128,AT,MR,17.3,12.9
129,AT,X88,15.9,15.7
130,AT,PY,15.9,16.0
131,AT,CU,15.5,15.5
132,AT,GI,14.8,6.9
133,AT,SV,12.0,7.5
134,AT,SD,11.9,22.2
135,AT,MV,11.0,6.2
136,AT,HN,11.0,8.4
137,AT,BJ,10.9,11.5
138,AT,SY,10.8,4.0
139,AT,LA,10.8,12.7
140,AT,SM,10.4,35.6
141,AT,KG,10.3,7.7
142,AT,YE,10.2,12.6
143,AT,UG,9.5,7.2
144,AT,AF,9.4,12.0
145,AT,VE,8.9,3.5
146,AT,ZM,8.4,3.6
147,AT,CD,8.2,4.9
148,AT,E19,7.9,5.3
149,AT,AO,7.0,5.4
150,AT,GN,6.8,4.1
151,AT,NI,6.8,1.7
152,AT,BS,6.7,9.3
153,AT,CM,6.6,12.6
154,AT,BN,6.4,1.9
155,AT,PS,6.3,1.7
156,AT,TJ,6.0,20.3
157,AT,MZ,5.6,11.7
158,AT,BW,5.2,3.8
159,AT,NP,5.0,18.2
160,AT,JM,5.0,4.6
161,AT,GA,4.1,1.4
162,AT,BZ,4.0,3.9
163,AT,DJ,3.4,4.8
164,AT,NC,3.3,2.7
165,AT,MO,3.3,6.0
166,AT,MG,2.9,2.2
167,AT,TD,2.8,2.6
168,AT,NE,2.6,5.0
169,AT,GL,2.4,0.2
170,AT,MW,2.3,1.2
171,AT,BF,2.1,3.2
172,AT,LR,1.9,2.1
173,AT,PF,1.9,2.5
174,AT,CG,1.9,1.6
175,AT,RW,1.8,3.0
176,AT,TG,1.8,4.7
177,AT,PG,1.7,3.7
178,AT,HT,1.6,1.6
179,AT,SR,1.5,0.7
180,AT,A109,1.5,0.8
181,AT,ZW,1.4,3.1
182,AT,FJ,1.4,0.9
183,AT,GM,1.3,2.4
184,AT,SZ,1.2,1.1
185,AT,SL,1.1,0.6
186,AT,BT,1.1,0.9
187,AT,LC,1.0,0.3
188,AT,FO,1.0,1.1
189,AT,CW,1.0,1.0
190,AT,SC,1.0,0.8
191,AT,GY,0.9,0.5
192,AT,SS,0.9,0.9
193,AT,BM,0.9,0.5
194,AT,SX,0.8,0.4
195,AT,AW,0.8,0.4
196,AT,ER,0.7,0.4
197,AT,CV,0.6,3.7
198,AT,KP,0.5,0.2
199,AT,SO,0.5,1.2
200,AT,BB,0.5,1.0
201,AT,CF,0.5,0.5
202,AT,VA,0.4,0.3
203,AT,LS,0.4,0.3
204,AT,BI,0.4,0.9
205,AT,GQ,0.3,0.0
206,AT,AG,0.3,0.3
207,AT,SB,0.2,0.3
208,AT,KN,0.2,0.3
209,AT,VC,0.2,0.5
210,AT,DM,0.2,0.1
211,AT,WS,0.1,0.1
212,AT,MH,0.1,13.2
213,AT,GD,0.1,0.2
214,AT,TL,0.1,0.3
215,AT,MS,0.0,0.1
216,AT,FK,0.0,0.0
217,AT,S19,0.0,0.2
218,AT,VU,0.0,0.3
219,AT,PW,0.0,0.0
220,AT,GW,0.0,0.1
221,AT,F19,0.0,0.1
222,AT,ST,0.0,0.2
223,AT,KM,0.0,0.6
224,AT,GU,0.0,0.0
225,AT,AS,0.0,0.1
0,AZ,W00,19635.7,13740.8
1,AZ,XR29,11914.6,7090.8
2,AZ,B0,9987.3,6643.5
3,AZ,U2,8718.4,5786.5
4,AZ,XR43,7719.1,6649.6
5,AZ,1C_092,6817.6,5817.7
6,AZ,IT,5638.6,4172.2
7,AZ,E1,4666.1,4412.3
8,AZ,1C_903,4666.1,4412.3
9,AZ,TR,2862.7,2597.9
10,AZ,XS25,2127.9,1256.0
11,AZ,R14,1805.4,1768.4
12,AZ,IL,1331.6,437.5
13,AZ,IN,955.9,456.8
14,AZ,DE,931.8,234.2
15,AZ,XS5,915.7,964.4
16,AZ,1C_080,901.5,831.9
17,AZ,CN,752.2,432.8
18,AZ,RU,731.9,709.5
19,AZ,ES,704.5,329.3
20,AZ,CZ,647.5,227.5
21,AZ,GE,586.9,461.9
22,AZ,FR,536.6,110.7
23,AZ,GB,471.7,157.5
24,AZ,HR,436.6,470.8
25,AZ,UA,380.5,353.0
26,AZ,TH,359.7,129.7
27,AZ,PT,353.9,239.8
28,AZ,TW,262.2,48.0
29,AZ,1C_440,247.0,427.2
30,AZ,GR,242.8,523.3
31,AZ,AT,185.7,127.6
32,AZ,CH,179.2,224.4
33,AZ,F97,163.6,75.3
34,AZ,RO,139.2,101.5
35,AZ,CA,138.2,0.6
36,AZ,JP,90.2,5.4
37,AZ,AF,82.7,37.7
38,AZ,NL,68.0,7.9
39,AZ,VN,58.8,174.9
40,AZ,GI,45.9,3.3
41,AZ,LY,43.8,7.5
42,AZ,EG,41.8,0.6
43,AZ,IR,41.1,38.5
44,AZ,AU,40.1,70.7
45,AZ,BG,39.7,0.6
46,AZ,UZ,28.9,23.1
47,AZ,US,24.1,24.9
48,AZ,KZ,24.0,25.9
49,AZ,TM,23.1,19.2
50,AZ,BY,21.1,164.9
51,AZ,AE,19.1,10.7
52,AZ,LU,17.6,22.6
53,AZ,IQ,13.6,11.2
54,AZ,CY,13.4,2.8
55,AZ,MT,12.5,9.6
56,AZ,BE,6.5,1.2
57,AZ,A10,6.0,13.2
58,AZ,BR,5.5,6.6
59,AZ,HK,5.0,7.4
60,AZ,PL,3.9,4.8
61,AZ,F1,3.8,316.2
62,AZ,NO,3.6,0.8
63,AZ,F6,3.5,3.7
64,AZ,TJ,3.2,5.2
65,AZ,MD,3.1,3.8
66,AZ,KG,2.7,1.8
67,AZ,EE,2.6,1.6
68,AZ,LT,2.1,2.4
69,AZ,_X,2.0,0.4
70,AZ,SA,1.8,1.8
71,AZ,QA,1.3,1.3
72,AZ,DK,1.0,49.8
73,AZ,SG,1.0,48.5
74,AZ,LV,0.9,0.9
75,AZ,HU,0.7,1.1
76,AZ,MY,0.6,60.7
77,AZ,SE,0.5,1.0
78,AZ,FI,0.4,0.2
79,AZ,ID,0.4,0.5
80,AZ,RS,0.4,1.2
81,AZ,SK,0.4,0.0
82,AZ,DZ,0.3,0.0
83,AZ,NG,0.3,0.2
84,AZ,PK,0.3,1.7
85,AZ,BD,0.3,0.4
86,AZ,MK,0.2,0.0
87,AZ,BH,0.2,0.0
88,AZ,ME,0.2,0.0
89,AZ,KW,0.2,0.3
90,AZ,OM,0.2,2.3
91,AZ,YE,0.2,0.3
92,AZ,NZ,0.1,0.1
93,AZ,CO,0.1,0.7
94,AZ,MX,0.1,0.2
95,AZ,TT,0.1,0.2
96,AZ,AW,0.1,0.0
97,AZ,KR,0.1,0.1
98,AZ,AR,0.0,5.5
99,AZ,BN,0.0,0.0
100,AZ,MA,0.0,0.2
101,AZ,X88,0.0,0.0
102,AZ,KE,0.0,0.0
103,AZ,JO,0.0,0.3
104,AZ,MM,0.0,0.2
105,AZ,GN,0.0,0.0
106,AZ,MN,0.0,0.1
107,AZ,CU,0.0,0.0
108,AZ,BM,0.0,0.0
109,AZ,EC,0.0,0.0
110,AZ,SN,0.0,0.0
111,AZ,LB,0.0,0.6
112,AZ,CG,0.0,3.2
113,AZ,IS,0.0,0.0
114,AZ,AO,0.0,0.0
115,AZ,ZA,0.0,0.0
116,AZ,IE,0.0,0.1
117,AZ,GY,0.0,0.0
118,AZ,GH,0.0,0.0
119,AZ,TN,0.0,312.3
0,BS,W00,895.3,741.6
1,BS,XR29,698.7,565.9
2,BS,US,605.1,352.7
3,BS,XR43,193.7,174.2
4,BS,1C_092,193.4,166.7
5,BS,A10,126.1,125.6
6,BS,PA,112.2,112.2
7,BS,XS25,53.7,48.0
8,BS,CN,52.8,46.6
9,BS,B0,41.8,28.5
10,BS,U2,38.6,26.4
11,BS,JP,30.3,2.2
12,BS,IE,18.0,17.2
13,BS,F1,13.7,0.6
14,BS,F6,13.7,0.5
15,BS,MZ,12.9,0.3
16,BS,SG,10.5,174.8
17,BS,DE,5.7,0.3
18,BS,ES,4.7,3.3
19,BS,GB,4.2,4.1
20,BS,CA,3.8,1.5
21,BS,IT,3.2,1.9
22,BS,MX,3.0,0.0
23,BS,FR,2.9,1.6
24,BS,_X,2.8,1.5
25,BS,SR,2.6,1.4
26,BS,FI,2.0,0.2
27,BS,SE,1.8,1.9
28,BS,NL,1.6,0.7
29,BS,CR,1.3,0.1
30,BS,AU,1.3,0.7
31,BS,A109,1.1,0.6
32,BS,DK,1.1,0.0
33,BS,KR,1.0,1.0
34,BS,BR,0.9,2.8
35,BS,IN,0.8,0.6
36,BS,CH,0.7,0.4
37,BS,CL,0.3,0.0
38,BS,1C_080,0.3,7.5
39,BS,JM,0.3,0.1
40,BS,AI,0.3,0.3
41,BS,TZ,0.2,0.1
42,BS,GR,0.2,0.1
43,BS,LU,0.2,0.0
44,BS,E1,0.2,0.1
45,BS,BE,0.2,1.0
46,BS,1C_903,0.2,0.1
47,BS,PL,0.1,0.0
48,BS,X88,0.1,0.1
49,BS,TT,0.1,0.0
50,BS,EC,0.1,7.4
51,BS,DO,0.1,0.1
52,BS,MU,0.1,0.1
53,BS,HK,0.1,0.1
54,BS,HT,0.1,0.1
55,BS,KP,0.1,0.1
56,BS,DM,0.1,0.0
57,BS,R14,0.0,0.0
58,BS,NA,0.0,0.0
59,BS,UY,0.0,0.3
60,BS,1C_440,0.0,0.1
61,BS,F97,0.0,0.0
62,BS,ZM,0.0,0.0
63,BS,VC,0.0,0.0
64,BS,LC,0.0,0.0
65,BS,SK,0.0,0.0
66,BS,PT,0.0,0.0
67,BS,NO,0.0,0.0
68,BS,NG,0.0,0.0
69,BS,KN,0.0,0.0
70,BS,HR,0.0,0.0
71,BS,CY,0.0,0.0
72,BS,CI,0.0,0.0
73,BS,CO,0.0,0.0
74,BS,BH,0.0,0.0
75,BS,EE,0.0,0.0
76,BS,AG,0.0,0.0
77,BS,BB,0.0,0.0
78,BS,AW,0.0,0.0
79,BS,SZ,0.0,0.0
80,BS,CW,0.0,0.0
81,BS,KZ,0.0,0.0
82,BS,MD,0.0,0.0
83,BS,IL,0.0,0.0
84,BS,GN,0.0,0.0
85,BS,GL,0.0,0.0
86,BS,KW,0.0,0.0
87,BS,LB,0.0,0.0
88,BS,ME,0.0,0.0
89,BS,MN,0.0,0.0
90,BS,TW,0.0,0.0
91,BS,NC,0.0,0.0
92,BS,TH,0.0,0.0
93,BS,SC,0.0,0.0
94,BS,ZA,0.0,0.0
95,BS,PY,0.0,0.0
96,BS,MK,0.0,0.0
97,BS,XS5,0.0,0.1
0,BH,W00,12935.9,8688.2
1,BH,XR43,6326.1,4258.4
2,BH,XS5,4982.4,3333.4
3,BH,1C_440,4981.9,3333.0
4,BH,_X,4783.5,3168.8
5,BH,F97,4732.0,3175.0
6,BH,1C_080,4455.4,3063.4
7,BH,SA,2027.4,1385.4
8,BH,1C_092,1870.7,1194.9
9,BH,XR29,1826.3,1261.0
10,BH,AE,1435.6,982.4
11,BH,US,792.3,537.9
12,BH,XS25,791.2,522.2
13,BH,B0,540.7,395.0
14,BH,U2,507.9,373.9
15,BH,OM,439.3,282.8
16,BH,EG,378.6,210.8
17,BH,F1,337.9,221.3
18,BH,CN,317.2,210.1
19,BH,KW,292.2,197.0
20,BH,NL,272.6,211.4
21,BH,1C_903,226.9,157.4
22,BH,E1,226.9,157.4
23,BH,IN,214.7,124.4
24,BH,A10,208.9,165.9
25,BH,TR,190.9,134.2
26,BH,KR,150.0,99.4
27,BH,TH,148.8,110.9
28,BH,F6,116.7,79.4
29,BH,IT,101.3,71.2
30,BH,MA,93.9,49.9
